id,title,price,currency,square footage,rooms,floor,district
66349236,3-pokojowe mieszkanie 55m2 + balkon Bez Prowizji,1279000.0,PLN,55.47,THREE,SIXTH,Podgórze
67771417,"83 m2, 4 pokoje, 2 balkony, do wejścia, ul. Myśliwska",1030000.0,PLN,83.0,FOUR,THIRD,Podgórze
67771567,"Kawalerka z osobną kuchnią i balkonem, ul. Żabiniec 44A, Prądnik Biały",539000.0,PLN,33.6,ONE,FIRST,Prądnik Biały
67771563,Komfortowe 2 pokoje + balkon| do odbioru na wiosnę,539000.0,PLN,33.37,TWO,FIRST,Dębniki
67771561,Komfortowe 2 pokoje | balkon | odbiór w tym roku,601900.0,PLN,36.93,TWO,THIRD,Prądnik Biały
67771467,Dobrego Pasterza | 3 POK. | 55m2 | Balkon | ENG,910000.0,PLN,55.6,THREE,FIRST,Prądnik Czerwony
67771458,Gotowe 2 pokoje | balkon | garaż | BRAK PCC,698480.0,PLN,45.53,TWO,FOURTH,Podgórze Duchackie
67771272,"3 min od Wawelu, osobne wejście",499000.0,PLN,22.7,ONE,GROUND,Zwierzyniec
67771219,4 pok -ogródek-parking- duzy salon -blisko tramwaj,1086000.0,PLN,80.0,FOUR,GROUND,Prądnik Biały
67771177,"Apartament z Ogrodem (100 m²) –  Wola Justowska, ul. Korzeniowskiego",1400000.0,PLN,60.61,THREE,GROUND,Zwierzyniec
67771144,2 POKOJE Z LOGGIĄ NA SPRZEDAŻ – BRONOWICE!,695000.0,PLN,45.0,TWO,FIRST,Bronowice
67771127,Komfortowe 4 pokoje + balkon| Promocja,989700.0,PLN,66.42,FOUR,FIRST,Prądnik Biały
67690747,Super lokalizacja 2 pokojowe z loggią,599000.0,PLN,36.4,TWO,SECOND,Grzegórzki
67756348,"Apartament | 3p. | Centrum Krakowa | 50,50m2",1219000.0,PLN,50.5,THREE,THIRD,Stare Miasto
67770917,3 pokoje | balkon | Okazja,790000.0,PLN,62.0,THREE,THIRD,Podgórze Duchackie
67770748,Dwupokojowe Stare Miasto Sarego !!!!!!!,799000.0,PLN,31.0,TWO,GROUND,Stare Miasto
67770662,Dwupokojowe mieszkanie przy ul. Toruńskiej 22,657600.0,PLN,41.1,TWO,SECOND,Krowodrza
67770592,"Śliczne, do wejścia, mieszkanie dwupokojowe - ok ul. Srebrnych Orłów",599000.0,PLN,33.0,TWO,SECOND,Mistrzejowice
67770583,2 osobne pokoje- Mieszkanie pod wynajem-35m2- Stare Miasto,619383.0,PLN,35.0,TWO,GROUND,Krowodrza
67770567,Grzegórzki | Grzegórzecka | 37 m2 | Balkon | Wiślane Tarasy 2.0,820000.0,PLN,37.0,ONE,FOURTH,Grzegórzki
67770515,Mieszkanie na sprzedaż,800000.0,PLN,64.0,THREE,FOURTH,Dębniki
67770517,Mieszkanie na sprzedaż,640000.0,PLN,47.6,TWO,SECOND,Łagiewniki-Borek Fałęcki
67770513,4-pokojowe mieszkanie 2 łazienki balkon_Zabłocie,1687090.0,PLN,78.83,FOUR,THIRD,Podgórze
67770424,Dwupokojowe jasne mieszkanie w centrum.,780000.0,PLN,49.0,TWO,THIRD,Bronowice
67436785,Dwa pokoje przy Wrocławskiej po remoncie,969000.0,PLN,54.0,TWO,FIRST,Krowodrza
67713408,Kawalerka /2 pok. Grzegórzki - Nowa Inwestycja,820000.0,PLN,37.5,TWO,GROUND,Grzegórzki
67770399,Gotowe 3 pokoje. Stan deweloperski.,868055.0,PLN,62.45,THREE,SECOND,Prądnik Czerwony
67770398,3 pokoje Prądnik Czerwony - deweloperski,796026.0,PLN,51.69,THREE,THIRD,Prądnik Czerwony
96756087800067,Ścisłe Centrum Krakowa | Kamienica Z Windą,850000.0,PLN,44.0,ONE,FOURTH,Stare Miasto
67770328,"Dwie kawalerki, Nowy budynek, Super zwrot, Dwupak, Tramwaj, Północ Krk",799999.0,PLN,42.63,TWO,FIRST,Prądnik Biały
67770326,2-pokojowe mieszkanie 35m2 + balkon,,,35.22,TWO,FOURTH,Czyżyny
67270298,Clou Lindego,,,,,,Bronowice
66426600,Inwestycja/ 2 pokoje/ogród/ miejsce postojowe,495000.0,PLN,38.22,TWO,SECOND,Bieżanów-Prokocim
67591950,Rodzinne 102m² | Park | Szkoła | Pompa ciepła | Fotowoltaika | 0%PCC,1259000.0,PLN,101.9,FOUR,FIRST,Czyżyny
67744840,Gromadzka 57 - Mieszkanie M-05,658628.1,PLN,41.19,TWO,FIRST,Podgórze
66560427,| 2-pok. | 17_13,687000.0,PLN,49.51,TWO,GROUND,Dębniki
65174939,Merite Serena | mieszkanie 3-pok. | 25,932423.0,PLN,59.39,THREE,SECOND,Bieżanów-Prokocim
66662342,"Przewóz 41, nowe 65,79m3 3 pok. z balkonem",986850.0,PLN,65.79,THREE,THIRD,Podgórze
66852140,Tutaj Bunscha,,,,,,Dębniki
65262854,Wzgórze Krzemionki II | mieszkanie 3-pok. | 18,872093.0,PLN,50.41,THREE,FIRST,Podgórze
66163421,"Nowoczesne M3, atrakcyjna cena i super lokalizacja",798768.0,PLN,55.47,THREE,FIRST,Dębniki
67769285,Aktualny Apartament Centrum Bez PCC Gotowy,1219000.0,PLN,50.5,THREE,THIRD,Grzegórzki
67769078,"Kawalerka 21,05 m² + taras 6 m² | inwestycyjny gotowiec",375000.0,PLN,21.0,ONE,GROUND,Prądnik Biały
67681885,60m M3 na Kurdwanowie - do własnej aranżacji,599000.0,PLN,60.1,THREE,THIRD,Podgórze Duchackie
67747109,Jasna kawalerka z osobną kuchnią na Podgórzu,499000.0,PLN,32.16,ONE,EIGHTH,Podgórze Duchackie
67357912,Lokal | możliwość przekształcenia | Stare miasto,749000.0,PLN,41.97,TWO,GROUND,Stare Miasto
67706179,2 pokoje przy parku | po remoncie | klimatyzacja,629000.0,PLN,42.8,TWO,FIRST,Bieżanów-Prokocim
67684457,"Do remontu | 52,5 m² | Super lokalizacja",883000.0,PLN,52.5,TWO,THIRD,Krowodrza
67650049,Wyjątkowe | 124 m² | Kazimierz | Do remontu,1660000.0,PLN,124.39,THREE,FOURTH,Stare Miasto
67604995,"Gotowe do wprowadzenia | 76,34 m² | 2 pokoje",1525000.0,PLN,76.34,TWO,GROUND,Czyżyny
67768635,Mieszkanie | 3 pokoje | VIVA PIAST,719000.0,PLN,45.0,THREE,GROUND,Mistrzejowice
67768610,"nowe mieszkania, ul. Opolska-okolice / tramwaj",599000.0,PLN,38.0,TWO,FOURTH,Prądnik Biały
67768594,2 pokojowe mieszkanie przy rynku głównym,799000.0,PLN,31.0,TWO,GROUND,Stare Miasto
67003362,Wzgórze Gustawa,,,,,,Wzgórza Krzesławickie
67768391,Mieszkanie na sprzedaż z ogródkiem - Kraków Przegorzały,1190000.0,PLN,62.0,THREE,GROUND,Zwierzyniec
67768337,3-pokojowe mieszkanie z balkonem w Krakowie,790000.0,PLN,62.0,THREE,THIRD,Podgórze Duchackie
67716007,50 m2 Prądnik Biały - balkon I ogródek I KL,749000.0,PLN,50.05,TWO,GROUND,Prądnik Biały
67768315,3 i 4 dział KW czysty - Mieszkanie 2-pokojowe - Centrum - Stare Miasto,551300.0,PLN,37.0,TWO,GROUND,Krowodrza
67768271,!Nowa Cena!- 2-pokojowe mieszkanie po remoncie -MPEC - ul. Sobieskiego,929000.0,PLN,56.0,TWO,THIRD,Stare Miasto
67768237,Dwupoziomowe 3 pokoje z potencjałem podziału na 2 mieszkania,990000.0,PLN,78.2,THREE,THIRD,Prądnik Czerwony
67768193,Kraków | Prądnik | 23m2,399000.0,PLN,23.0,ONE,GROUND,Prądnik Czerwony
67738814,Na sprzedaż 3 pok. 63 m2. os. Oświecenia 889 000 zł.,889000.0,PLN,63.26,THREE,SIXTH,Mistrzejowice
67767945,Nowe | Parter | Młyny Mogilska | Ogródek| 2 Pok. | Eng,759000.0,PLN,30.53,TWO,GROUND,Grzegórzki
67589525,"Mieszkanie 4-Pokojowe | 81,90 m² | Taras 15 m²",1640000.0,PLN,81.9,THREE,GROUND,Podgórze
67604297,"Mieszkanie 5-Pokojowe | Pow. Użytkowa 137,32 m² |",3499000.0,PLN,137.32,FIVE,SECOND,Podgórze
67589527,"Mieszkanie 2-Pokojowe | 44,18 m² | Balkon",769000.0,PLN,44.18,TWO,SECOND,Podgórze
96777032800067,"Dwie kawalerki, Nowy budynek, Super zwrot, Dwupak, Tramwaj, Północ Krk",799999.0,PLN,42.63,TWO,FIRST,Prądnik Biały
67767811,2 pokoje | Kraków | Os. Kazimierzowskie,450000.0,PLN,35.0,TWO,FOURTH,Bieńczyce
67003362,Wzgórze Gustawa,,,,,,Wzgórza Krzesławickie
67767720,Widokowe 2 osobne pokoje | 20 minut do centrum,527000.0,PLN,43.39,TWO,NINTH,Bieńczyce
67767692,"Mieszkanie w atrakcyjnej lokalizacji – ul. Wesele, Bronowice",850000.0,PLN,56.9,THREE,THIRD,Bronowice
67767685,Ustawne 2 pokoje + balkon| Promocja,500094.0,PLN,34.02,TWO,FIRST,Bieżanów-Prokocim
67767687,Komfortowe 3 pokoje + ogródek | Promocja,735546.0,PLN,50.64,THREE,GROUND,Prądnik Biały
67767688,Komfortowe 2 pokoje + balkon | Promocja,578160.0,PLN,40.15,TWO,SECOND,Bieżanów-Prokocim
67767686,Komfortowe 2 pokoje + ogródek | Promocja,568773.25,PLN,36.17,TWO,GROUND,Prądnik Biały
67767683,Komfortowe 2 pokoje + balkon| do odbioru na wiosnę,643000.0,PLN,44.8,TWO,FIRST,Dębniki
67767593,2 pokoje| Balkon|Piwnica| Do remontu| Nowa Huta,565000.0,PLN,48.9,TWO,SECOND,Nowa Huta
67415318,3 Pokoje | Ul Śliczna | 74m | 2 balkony | Okazja,1129000.0,PLN,73.31,THREE,FIRST,Prądnik Czerwony
67767430,Jasne | Krowodrza Górka | Duży balkon,1250000.0,PLN,74.0,THREE,SECOND,Prądnik Biały
67716969,Po remoncie | 2 pokoje | Okazja,769700.0,PLN,43.0,TWO,FIFTH,Podgórze
67767340,Do końca marca rabaty na wybrane lokale do 50000zł,1050000.0,PLN,111.71,SIX,,Dębniki
67767265,Kompaktowe 2 pokoje na sprzedaż na starym Mieście,799000.0,PLN,30.38,TWO,GROUND,Stare Miasto
67767252,Luksusowy penthouse 180m2| Centrum Krakowa,5750000.0,PLN,178.2,FIVE,FOURTH,Stare Miasto
67767249,Nowe mieszkanie |Wysoki standard | Kościuszki,996389.0,PLN,38.77,ONE,FOURTH,Zwierzyniec
67767195,2 Pokoje Z Osobną Kuchnią I Balkonem! Do Odświeżen,1530000.0,PLN,76.37,TWO,THIRD,Zwierzyniec
64248480,Lokal inwestycyjny przy Rynku Głównym,1850000.0,PLN,67.34,FOUR,FOURTH,Stare Miasto
67767173,"Na sprzedaż 3-pokojowe mieszkanie, Krowodrza, ul. Kazimierza Wielkiego",850000.0,PLN,46.89,THREE,FOURTH,Krowodrza
67767123,1-pokojowe na Ugorku,495805.0,PLN,35.9,ONE,FIRST,Prądnik Czerwony
67686409,Mieszkanie inwestycyjne | Centrum Miasta | Gotowe,955000.0,PLN,48.37,TWO,SECOND,Stare Miasto
67766876,3 pokojowe z duzyn salonem na poludnie - Promocja,959279.0,PLN,71.1,THREE,FIRST,Prądnik Biały
66940361,Cieszyńska 9,,,,,,Krowodrza
67766696,"Mieszkanie 3 pokoje 68 m + 2 balkony - Prądnik Biały, ul. Felińskiego",941000.0,PLN,68.34,THREE,FOURTH,Prądnik Biały
67766691,Kameralna inwestycja w zielonych Bronowicach,899964.0,PLN,57.69,THREE,FIRST,Prądnik Biały
67766261,Kameralna inwestycja w zielonych Bronowicach,1036422.0,PLN,67.74,THREE,SECOND,Prądnik Biały
67390645,"2 Mieszkania w 1! 3 pokoje, 2 łazienki, balkon, do remontu, Bieńczyce",760000.0,PLN,60.26,THREE,FIRST,Bieńczyce
67690055,Gotowa inwestycja Noho,823000.0,PLN,49.0,THREE,FIFTH,Bronowice
67746816,3-pokojowe mieszkanie 60m2 + balkon Bez Prowizji,872021.0,PLN,60.85,THREE,SECOND,Łagiewniki-Borek Fałęcki
65272948,2-pokojowe mieszkanie 38m2 + balkon Bezpośrednio,665669.0,PLN,38.06,TWO,FIFTH,Prądnik Biały
67765907,4 pokoje | 73 m2 | Płn Płd | Bez Prowizji,980000.0,PLN,73.0,FOUR,FIRST,Prądnik Biały
67765621,4 Pokoje idealne dla Twojej rodziny,1123653.0,PLN,70.7,FOUR,FOURTH,Podgórze
66001045,"Sprzedam mieszkanie 46m- 3 pokoje, Kliny, A. Szwed-Śniadowskiej",690000.0,PLN,46.46,THREE,FIRST,Swoszowice
66560426,| 3-pok. | 15_17,784000.0,PLN,55.02,THREE,FIRST,Dębniki
65174927,Merite Serena | mieszkanie 3-pok. | 16,916188.0,PLN,58.73,THREE,FIRST,Bieżanów-Prokocim
66662052,"Przewóz 41, nowe 111,74m3 5 pok. oddzielna kuchnia 2 balkony",1653752.0,PLN,111.74,FIVE,FIFTH,Podgórze
67349653,Wyjątkowe 2-poziomowe STUDIO | od południa | garaż | komórka,768204.0,PLN,41.12,ONE,FOURTH,Bronowice
66954393,2-pokojowe mieszkanie 38 m2 + ogród 36 m2 Bezpośrednio,589912.0,PLN,38.81,TWO,GROUND,Dębniki
65262887,Wzgórze Krzemionki II | mieszkanie 2-pok. | 16,722304.0,PLN,41.04,TWO,GROUND,Podgórze
67765490,"Dąbska Pools, 4 pokoje, gotowe",1223000.0,PLN,68.0,FOUR,FOURTH,Grzegórzki
67765483,Gotowe do wejścia - atrakcyjna lokalizacja,519000.0,PLN,36.0,TWO,FOURTH,Bieńczyce
67765225,6 pokoi w centrum Krakowa | gotowiec inwestycyjny,1299000.0,PLN,83.0,SIX,THIRD,Grzegórzki
67765219,Balkon | Tramwaj | zamknięte osiedle | CH Czyżyny,899999.0,PLN,48.0,TWO,THIRD,Czyżyny
67765202,3 pokoje | w ścisłym centrum | ul. Starowiślna |,999000.0,PLN,51.2,THREE,SECOND,Stare Miasto
96776781100067,2 pokoje | Kraków | Os. Kazimierzowskie,450000.0,PLN,35.0,TWO,FOURTH,Bieńczyce
67734364,Mieszkanie city vibe ul.Myśliwska,560000.0,PLN,30.07,TWO,THIRD,Podgórze
67765022,"ul.Grzegórzecka, 34m2, 2pok,wysoki standard, niski czynsz",720000.0,PLN,34.0,TWO,FIRST,Grzegórzki
67119597,Apartament na Krupniczej | 80m2 | Premium,2449000.0,PLN,80.0,THREE,SECOND,Stare Miasto
66347135,4-pokojowe mieszkanie 86m2 + balkon Bez Prowizji,1395792.0,PLN,86.16,FOUR,FOURTH,Dębniki
66297205,2-pokojowe mieszkanie 36m2 + loggia Bezpośrednio,602448.0,PLN,36.96,TWO,THIRD,Mistrzejowice
67764913,"REZERWACJA Mieszkanie 2 pokoje, balkon, Czyżyny",649000.0,PLN,50.7,TWO,FOURTH,Czyżyny
67764849,"Czyżyny, Orlińskiego, 50m2, osobna kuchnia",730000.0,PLN,50.02,TWO,THIRD,Czyżyny
67407561,Dwupokojowe mieszkanie Kraków ul Podłęska,610000.0,PLN,48.4,TWO,SECOND,Bieżanów-Prokocim
67764666,"Stare Podgórze, ul. Kalwaryjska",1270000.0,PLN,74.83,THREE,FIRST,Podgórze
67751446,Nowoczesne 3 pokoje | rolety zewnętrzne | ul. Gali,889000.0,PLN,50.43,THREE,GROUND,Czyżyny
67753987,✔ M3 z Loggią | Garaż |Orlińskiego | Park Lotników,1099000.0,PLN,62.74,THREE,SEVENTH,Czyżyny
67406511,"Płaszów, nowe 2 pok., ogród 38 m2, I kw.2027!",767200.0,PLN,47.95,TWO,GROUND,Podgórze
67764372,Dwupoziomowe mieszkanie z balkonami na Dębnikach!,1225000.0,PLN,93.5,FIVE,SECOND,Dębniki
67764060,"Mieszkanie po remoncie, odrestaurowana kamienica",780000.0,PLN,42.0,TWO,FIRST,Podgórze
67763970,1-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,888305.0,PLN,57.31,ONE,SECOND,Podgórze Duchackie
66852140,Tutaj Bunscha,,,,,,Dębniki
60321290,Komfortowe mieszkanie na ostatnim piętrze,1180000.0,PLN,58.59,TWO,TENTH,Stare Miasto
67590518,Bezpośrednio | Gotowe do zamieszkania | Wykończone,883000.0,PLN,50.23,THREE,SEVENTH,Czyżyny
67763810,2 pokoje z balkonem i garażem do zamieszkania – ul. Zauchy/Banacha,749000.0,PLN,36.0,TWO,FIRST,Prądnik Biały
67441709,Bezpośrednio | Gotowe do zamieszkania | Wykończone,562000.0,PLN,30.56,TWO,GROUND,Podgórze
67441701,Bezpośrednio | Okazja! | 0% Prowizji,751000.0,PLN,42.1,TWO,GROUND,Podgórze
67441697,Bezpośrednio | Rabaty! | Wykończone,1005000.0,PLN,58.9,THREE,FIFTH,Podgórze
67215605,Bezpośrednio | Gotowe do zamieszkania | Wykończone,750000.0,PLN,41.38,TWO,THIRD,Podgórze
67763474,3-pokojowe mieszkanie z loggią – Osiedle Piastów,741300.0,PLN,49.42,THREE,SIXTH,Mistrzejowice
67003362,Wzgórze Gustawa,,,,,,Wzgórza Krzesławickie
67763154,Jedyne M z 25m2 Tarasem na Dachu⭐13min Stare M.⭐,700000.0,PLN,44.0,TWO,FOURTH,Prądnik Biały
67763126,Stare Misto ok. Wawelu Piękna Kamienica,699000.0,PLN,21.83,ONE,FIRST,Stare Miasto
67763099,|2 pokoje| Prądnik Czerwony| 0% Prowizji i Pcc|,686080.0,PLN,42.88,TWO,SECOND,Prądnik Czerwony
67492963,3 pokoje + 2 ogródki | Gotowe do zamieszkania | Wy,925000.0,PLN,52.84,THREE,GROUND,Podgórze
67762967,super 35m2 blisko komunikacji,783730.27,PLN,36.0,TWO,GROUND,Bronowice
67762932,"Przestronne mieszkanie, blok z 2017r, winda, 2 balkony",800000.0,PLN,54.0,TWO,FIRST,Prądnik Biały
67359996,"Wyjątkowe mieszkanie w centrum Krakowa, Stare Miasto.",1995000.0,PLN,100.0,FOUR,FIFTH,Stare Miasto
67762904,Nowoczesne 2-pokojowe | inwestycja premium | świetna komunikacja,609500.0,PLN,40.0,TWO,SECOND,Prądnik Biały
67762646,Aktualne 3 Pokoje Centrum Wykończone Parking,1129000.0,PLN,50.01,THREE,GROUND,Stare Miasto
67627299,Ustawne 2 pokoje | Przestronny salon z kuchnią | Blisko Galeria,729000.0,PLN,52.0,TWO,THIRD,Prądnik Biały
67762319,3 pokoje komfortowe balkon garaż Kl_Zabłocie,995893.0,PLN,63.09,THREE,THIRD,Podgórze
67762242,"Apartament na sprzedaż, Lea 25",1202530.0,PLN,58.66,THREE,SECOND,Krowodrza
67762240,PROMOCJA WIOSENNA! Malborska 151 - nowa inwestycja na Woli Duchackiej,699000.0,PLN,49.7,THREE,GROUND,Podgórze Duchackie
67762219,"Atrakcyjne 3 pokojowe mieszkanie, blisko infrastruktury!",649000.0,PLN,52.5,THREE,SEVENTH,Prądnik Biały
67418202,Funkcjonalne 4 pok. mieszkanie w Czyżynach!,930000.0,PLN,72.9,FOUR,SECOND,Czyżyny
67762107,1 Pokojowe Z Balkonem! Gotowedo Wejścia!,549000.0,PLN,27.0,ONE,NINTH,Podgórze Duchackie
67762092,✅Funkcjonalne 3 pokoje ✅1ha Park ✅Garaż gratis!,898611.0,PLN,61.13,THREE,FIRST,Prądnik Biały
67755266,Dwupoziomowe mieszkanie z ogrodem ziomowym w Krakowie,1400000.0,PLN,90.0,THREE,GROUND,Dębniki
67761848,Dwupokojowe do wejścia przy ul. Zakrzowieckiej,698000.0,PLN,42.3,TWO,SECOND,Dębniki
67761790,Lokal biurowy z możliwością adaptacji na kawalerkę,459000.0,PLN,19.9,ONE,GROUND,Krowodrza
67470130,Berka Joselewicza  mieszkanie lub pod inwestycje open space,1380000.0,PLN,100.0,THREE,FOURTH,Stare Miasto
96773436400067,Mieszkanie city vibe ul.Myśliwska,560000.0,PLN,30.07,TWO,THIRD,Podgórze
66297158,4-pokojowe mieszkanie 73m2 + balkon Bez Prowizji,2091376.0,PLN,73.64,FOUR,SIXTH,Grzegórzki
66349214,1-pokojowe mieszkanie 30m2 Bez Pośredników,702000.0,PLN,30.22,ONE,FIFTH,Podgórze
67760987,2- pokojowe | Oddane do użytkowania,649000.0,PLN,44.56,TWO,SECOND,Dębniki
66560423,| 3-pok. | 17_49,836000.0,PLN,55.21,THREE,THIRD,Dębniki
66654691,"Przewóz 41, nowe 40,90m3 2 pok. oddzielna kuchnia, balkon",670760.0,PLN,40.9,TWO,FOURTH,Podgórze
67411035,AKTUALNE 2 pokoje z balkonem | okna na zachód | blisko MPK| bez PCC,884461.0,PLN,52.07,TWO,SECOND,Bronowice
66954409,1-pokojowe mieszkanie 28 m2 + ogród 56 m2 Bezpośrednio,455178.0,PLN,28.36,ONE,GROUND,Dębniki
65262891,Wzgórze Krzemionki II | mieszkanie 3-pok. | 29,1103025.0,PLN,63.03,THREE,FOURTH,Podgórze
67760845,Duża kawalerka I Oddane I Pętla tramwajowa,549000.0,PLN,32.11,ONE,FIRST,Bronowice
67571371,"Oferuję trzypokojowe 62 m2, Wieczysta, okolice ul. Lema/Jana Pawła.",1085000.0,PLN,62.5,THREE,,Prądnik Czerwony
67760658,Gotowe do zamieszkania | Wyposażenie w cenie | Skotniki | 100m2,1265000.0,PLN,100.0,FIVE,FIRST,Dębniki
67760582,1 pokój jasna kuchnia piękne mieszkanie w Hucie,539000.0,PLN,31.0,ONE,THIRD,Nowa Huta
67760584,3 pokoje jasna kuchnia ustawne mieszkanie,560000.0,PLN,47.5,THREE,FOURTH,Mistrzejowice
67760553,Komfortowy apartament 113 m2 po podłodze/ hit,1049000.0,PLN,67.43,THREE,FOURTH,Podgórze Duchackie
67269724,Luksusowy apartament  obok Parku Lotników OSTATNIE PIĘTRO JASNE,1740000.0,PLN,64.0,THREE,FOURTH,Czyżyny
66420706,2-pokojowe mieszkanie 37m2 + balkon Bezpośrednio,,,37.02,TWO,SEVENTH,Czyżyny
67760381,"Nowoczesna kawalerka z balkonem - Czyżyny, sprzedaż bezpośrednia",650000.0,PLN,30.0,ONE,SIXTH,Czyżyny
66762695,Unikalne mieszkanie na nowym osiedlu na obrzeżach Krakowa,494500.0,PLN,43.0,TWO,,Dębniki
66761119,Urokliwy apartament premium,711000.0,PLN,90.0,FOUR,,Skawina
66762715,Świetne mieszkania w przedsprzedaży z ogródkiem otoczone zielenią,675000.0,PLN,90.0,FOUR,,Dębniki
66761093,Nowe piękne osiedla w budowie na granicy Krakowa,637500.0,PLN,75.0,THREE,,Skawina
66762722,Unikalna nowa inwestycja - ceny w przedsprzedaży,494500.0,PLN,43.0,TWO,,Dębniki
66761045,Nowa inwestycja na granicy z Krakowem,494500.0,PLN,43.0,TWO,,Skawina
67744095,2 pokoje 49m2/serce nowej huty/cisza i spokój,705991.0,PLN,49.37,TWO,SECOND,Nowa Huta
67520432,Stylowe poddasze 3-pokojowe w sercu Kazimierza,930000.0,PLN,42.53,THREE,FOURTH,Stare Miasto
66761077,Nowa inwestycja Skawina ul. Graniczna,567000.0,PLN,54.0,THREE,,Skawina
66762707,Świetne mieszkania w przedsprzedaży z ogródkiem otoczone zielenią,567000.0,PLN,54.0,THREE,,Dębniki
67759996,3 pokojowe mieszkanie z widokiem na park na Kurdwanowie,695000.0,PLN,61.4,THREE,GROUND,Podgórze Duchackie
67759970,"Atrakcyjne mieszkanie dla rodziny, blisko tramwaj!",784500.0,PLN,60.0,THREE,GROUND,Prądnik Biały
67694040,2-pokojowe mieszkanie na sprzedaż | Szuwarowa,659000.0,PLN,50.9,TWO,FIRST,Dębniki
67365302,Funkcjonalne rozkładowe mieszkanie| REZERWACJA,899000.0,PLN,77.0,FOUR,THIRD,Bieżanów-Prokocim
67759802,"Nowoczesne 2-pokojowe mieszkanie, bezpośrednio od właściciela",640000.0,PLN,33.53,TWO,FIRST,Czyżyny
67654638,"Czyżyny! 2 pokoje, balkon, piwnica, parking",650000.0,PLN,50.0,TWO,TENTH,Czyżyny
67669440,"Mieszkanie na sprzedaż- Płaszów, ul. Myśliwska",1045000.0,PLN,55.37,THREE,THIRD,Podgórze
67759629,Przestronne 3-pokojowe mieszkanie z balkonem na Krowodrzy,1000000.0,PLN,60.0,THREE,SECOND,Krowodrza
67759609,"Nowe, wykończone, 2 ogródki 43m2, przeszklone ściany",838000.0,PLN,49.34,THREE,GROUND,Podgórze Duchackie
66901547,"2 pokoje do zamieszkania -  w pobliżu AE, UR, Galerii Krakowskiej",645000.0,PLN,43.4,TWO,FIRST,Stare Miasto
67746909,3-pokojowe mieszkanie 58m2 + loggia Bez Prowizji,846636.0,PLN,58.64,THREE,SECOND,Łagiewniki-Borek Fałęcki
65272990,4-pokojowe mieszkanie 72m2 | miejsce postojowe GRATIS,1051250.0,PLN,72.5,FOUR,FIRST,Prądnik Biały
66904516,2-pokojowe mieszkanie 32m2 + balkon Bezpośrednio,734017.0,PLN,32.84,TWO,SECOND,Podgórze
67418586,Mieszkanie 4 pokoje | Taras,920000.0,PLN,72.97,FOUR,FIRST,Prądnik Biały
66992606,"3 pokojowy apartament, Novum, wysoki standard",1500000.0,PLN,65.5,THREE,THIRD,Stare Miasto
67759329,2 pokoje | 47 m² | 1 piętro | balkon,640000.0,PLN,47.0,TWO,FIRST,Prądnik Czerwony
67145149,Pakiet 4 loftów premium z wysokimi sufitami,5982300.0,PLN,332.35,MORE,SECOND,Podgórze
67759286,Wygodne mieszkanie 2 pokojowe w centrum.,890000.0,PLN,40.14,TWO,THIRD,Krowodrza
67035348,Przestronny apartament 123 m2 - 8 km od centrum,1069000.0,PLN,122.8,FIVE,FIRST,Prądnik Biały
67611082,2-pokojowe mieszkanie 40m2 + balkon Bezpośrednio,735000.0,PLN,40.72,TWO,THIRD,Bronowice
66041755,Bez prowizji !!! Bez PCC (faktura VAT) !!!,715000.0,PLN,28.75,ONE,GROUND,Stare Miasto
96629715800067,4-pokojowe mieszkanie 73m2 + balkon Bez Prowizji,2091376.0,PLN,73.64,FOUR,SIXTH,Grzegórzki
67759075,"Mieszkanie, 20.0 m², Kraków",460000.0,PLN,20.0,ONE,SECOND,Stare Miasto
66349039,2-pokojowe mieszkanie 44m2 + balkon,754000.0,PLN,44.85,TWO,SECOND,Podgórze Duchackie
66350380,"Nowe 76.5m słoneczne, taras, 2x garaż, kom lok",1349000.0,PLN,76.5,FOUR,FIRST,Dębniki
67276677,Felińskiego 3 pokoje - sprzedaż,760000.0,PLN,52.99,THREE,THIRD,Prądnik Biały
65766028,Osiedla Versus,,,,,,Dębniki
66654430,Residence Przewóz 41,,,,,,Podgórze
67071348,Zodiak,,,,,,Bieżanów-Prokocim
67270298,Clou Lindego,,,,,,Bronowice
66852140,Tutaj Bunscha,,,,,,Dębniki
65259364,Wzgórze Krzemionki,,,,,,Podgórze
65195050,Wybickiego 5 FORTnatura gotowe do odbioru | 3-pok. | A2.67,900000.0,PLN,53.28,THREE,FIFTH,Prądnik Biały
67758770,Osiedle zamknięte | Balkon | Oddzielna kuchnia,768000.0,PLN,50.57,TWO,THIRD,Podgórze
67661593,Zamieszkaj w Krakowie w okolicy ulicy Starowiślnej.,900000.0,PLN,79.0,TWO,THIRD,Stare Miasto
65832256,Przestronne mieszkanie z tarasem i widokiem –  15 min od centrum,1250000.0,PLN,111.75,THREE,THIRD,Prądnik Biały
67758744,2 pokoje 39 m² | Ogródek 20 m² | Wola Duchacka |,719000.0,PLN,39.25,TWO,GROUND,Podgórze Duchackie
67566439,Wyjątkowe mieszkanie na Woli Justowskiej z tarasem dachowym,1600000.0,PLN,71.0,THREE,SECOND,Zwierzyniec
67758500,Trzypokojowe wykończone mieszkanie z ogródkiem,1087020.0,PLN,54.9,THREE,GROUND,Prądnik Czerwony
